date,sic,count
12-04-06,k-financial-insurance,23424.725608862947
12-04-06,f-construction,16718.0978352471
12-04-06,h-transport-storage,17926.966595312806
12-04-06,i-accomodation-food-services,50536.46198377515
12-04-06,e-water-sewerage-waste-etc,1665.3704852109677
12-05-04,l-real-estate,10594.167168901127
12-05-04,s-other-services,10127.643647309005
12-05-04,r-arts-entertainment-recreation,11421.096193021978
12-05-04,q-human-health,57833.99620081923
12-05-04,p-education,40556.91627703732
12-05-04,o-public-admin,8054.547462033109
12-05-04,n-admin-support-services,31107.28295404532
12-05-04,m-professional-scientific-technical,37635.31159115337
12-05-04,g-motor-trades-wholesale-retail,86402.31368706629
12-05-04,k-financial-insurance,23221.465419884546
12-05-04,i-accomodation-food-services,51145.8932373991
12-05-04,h-transport-storage,13422.417802345832
12-05-04,f-construction,13896.611900866532
12-05-04,e-water-sewerage-waste-etc,2072.122076202034
12-05-04,d-electricity-gas-etc,3242.9505832962172
12-05-04,c-manufacturing,36309.488908788946
12-05-04,b-mining-quarrying,1743.3550145331662
12-05-04,j-information-comms,26538.863341085962
12-06-08,n-admin-support-services,29000.114403861033
12-06-08,o-public-admin,6952.60702876277
12-06-08,p-education,40437.67607036243
12-06-08,g-motor-trades-wholesale-retail,114724.89011481885
12-06-08,r-arts-entertainment-recreation,12576.853148225897
12-06-08,s-other-services,15637.705657535718
12-06-08,m-professional-scientific-technical,34039.850510621
12-06-08,q-human-health,56810.68792351276
12-06-08,l-real-estate,7099.606378339096
12-06-08,f-construction,14243.265251990535
12-06-08,j-information-comms,28114.768181558953
12-06-08,i-accomodation-food-services,44423.930562482354
12-06-08,h-transport-storage,19488.257851576687
12-06-08,k-financial-insurance,22186.50081720497
12-06-08,e-water-sewerage-waste-etc,1270.397303949949
12-06-08,d-electricity-gas-etc,3365.955793560766
12-06-08,c-manufacturing,38985.35923400149
12-06-08,b-mining-quarrying,2216.368440018845
12-07-06,g-motor-trades-wholesale-retail,83020.84598146423
12-07-06,s-other-services,14712.704844381908
12-07-06,r-arts-entertainment-recreation,10096.814783323594
12-07-06,q-human-health,62437.607115960935
12-07-06,p-education,41335.01723620192
12-07-06,o-public-admin,7341.605200709195
12-07-06,n-admin-support-services,24754.075966481818
12-07-06,m-professional-scientific-technical,43761.665019040316
12-07-06,l-real-estate,5940.3782892211375
12-07-06,b-mining-quarrying,1791.6287008506201
12-07-06,j-information-comms,34978.31178385852
12-07-06,i-accomodation-food-services,52586.73013714819
12-07-06,h-transport-storage,23397.747558126124
12-07-06,f-construction,13500.20892591049
12-07-06,e-water-sewerage-waste-etc,1703.2026642976932
12-07-06,d-electricity-gas-etc,3882.3659057641294
12-07-06,c-manufacturing,34503.78617265093
12-07-06,k-financial-insurance,23283.45131337301
12-08-03,n-admin-support-services,32394.183837386612
12-08-03,o-public-admin,6245.424411192968
12-08-03,p-education,32273.701438391632
12-08-03,m-professional-scientific-technical,52973.514658654836
12-08-03,r-arts-entertainment-recreation,10105.266438005625
12-08-03,s-other-services,11692.729985823666
12-08-03,g-motor-trades-wholesale-retail,118049.65301770135
12-08-03,q-human-health,58536.52958140822
12-08-03,l-real-estate,7758.989332993749
12-08-03,b-mining-quarrying,2092.407680533982
12-08-03,j-information-comms,26233.2885513831
12-08-03,i-accomodation-food-services,54055.244458782596
12-08-03,h-transport-storage,19141.96707768108
12-08-03,f-construction,12548.593488748056
12-08-03,e-water-sewerage-waste-etc,1451.0927767601056
12-08-03,d-electricity-gas-etc,3617.925313059218
12-08-03,c-manufacturing,32706.671048505825
12-08-03,k-financial-insurance,25304.46459509735
12-09-07,n-admin-support-services,40248.8514363802
12-09-07,o-public-admin,6939.772493309436
12-09-07,p-education,33572.94832002316
12-09-07,g-motor-trades-wholesale-retail,114341.92006241932
12-09-07,r-arts-entertainment-recreation,11014.878545025158
12-09-07,s-other-services,16908.751753758217
12-09-07,m-professional-scientific-technical,41500.07091455449
12-09-07,q-human-health,63250.365891593596
12-09-07,l-real-estate,8616.944067686536
12-09-07,b-mining-quarrying,2536.2617148285976
12-09-07,j-information-comms,25112.95012213357
12-09-07,i-accomodation-food-services,58013.400749900895
12-09-07,h-transport-storage,20054.925435869754
12-09-07,f-construction,18428.188186793996
12-09-07,e-water-sewerage-waste-etc,2319.3876019753875
12-09-07,d-electricity-gas-etc,3480.990737932984
12-09-07,c-manufacturing,37114.66805941262
12-09-07,k-financial-insurance,21118.723558571153
12-10-05,g-motor-trades-wholesale-retail,128454.23096377157
12-10-05,s-other-services,11866.822618853354
12-10-05,r-arts-entertainment-recreation,13217.920464558567
12-10-05,q-human-health,65064.600554496064
12-10-05,p-education,44264.549575554156
12-10-05,o-public-admin,5761.425041663799
12-10-05,n-admin-support-services,24697.416747210773
12-10-05,m-professional-scientific-technical,49765.84921447623
12-10-05,l-real-estate,5833.617946416445
12-10-05,j-information-comms,27881.207304872816
12-10-05,i-accomodation-food-services,61365.64792224607
12-10-05,h-transport-storage,46664.57825861179
12-10-05,f-construction,15263.073254265508
12-10-05,e-water-sewerage-waste-etc,2383.944828577148
12-10-05,d-electricity-gas-etc,3272.2626433707105
12-10-05,c-manufacturing,38895.16261723188
12-10-05,b-mining-quarrying,1964.2208445880794
12-10-05,k-financial-insurance,24526.342067057743
12-11-02,n-admin-support-services,40993.64547908662
12-11-02,o-public-admin,8106.300623856959
12-11-02,p-education,35259.517327753085
12-11-02,m-professional-scientific-technical,43151.02923408132
12-11-02,r-arts-entertainment-recreation,12368.63233682948
12-11-02,s-other-services,12132.752909186132
12-11-02,g-motor-trades-wholesale-retail,98767.81199868681
12-11-02,q-human-health,64251.249849707805
12-11-02,l-real-estate,5306.617712801298
12-11-02,e-water-sewerage-waste-etc,1336.2035353694841
12-11-02,j-information-comms,22691.90155940833
12-11-02,b-mining-quarrying,2377.3738447284263
12-11-02,c-manufacturing,27071.36074081517
12-11-02,d-electricity-gas-etc,4029.98626099744
12-11-02,k-financial-insurance,30088.588728180144
12-11-02,f-construction,11060.29083767672
12-11-02,h-transport-storage,19597.434138394612
12-11-02,i-accomodation-food-services,49420.9842006154
12-12-07,g-motor-trades-wholesale-retail,65165.02075008364
12-12-07,s-other-services,17727.602322802926
12-12-07,r-arts-entertainment-recreation,11739.71080794985
12-12-07,q-human-health,61090.27210375536
12-12-07,p-education,33236.08762005117
12-12-07,o-public-admin,9653.670405689776
12-12-07,m-professional-scientific-technical,44590.55436606018
12-12-07,l-real-estate,6397.969706161523
12-12-07,n-admin-support-services,36492.500908864546
12-12-07,j-information-comms,22394.027489864064
12-12-07,k-financial-insurance,28216.399485597714
12-12-07,c-manufacturing,30904.018652125094
12-12-07,d-electricity-gas-etc,2492.7086187481173
12-12-07,e-water-sewerage-waste-etc,1523.1055623442157
12-12-07,b-mining-quarrying,3022.5116658097973
12-12-07,h-transport-storage,16718.837695816546
12-12-07,i-accomodation-food-services,44622.32979701542
12-12-07,f-construction,10080.794035531171
13-01-04,m-professional-scientific-technical,46141.17929299886
13-01-04,g-motor-trades-wholesale-retail,65889.35998830218
13-01-04,s-other-services,12890.45553957195
13-01-04,r-arts-entertainment-recreation,8182.240180678751
13-01-04,q-human-health,65929.82516946344
13-01-04,p-education,35776.83537340561
13-01-04,o-public-admin,5377.1627869605645
13-01-04,n-admin-support-services,37215.96115832853
13-01-04,l-real-estate,7111.087468513415
13-01-04,d-electricity-gas-etc,3104.8857977223124
13-01-04,j-information-comms,29189.385224872683
13-01-04,i-accomodation-food-services,37876.21709506019
13-01-04,h-transport-storage,10870.180124058164
13-01-04,f-construction,15736.361878735472
13-01-04,e-water-sewerage-waste-etc,1663.3404856534537
13-01-04,c-manufacturing,40409.108139289456
13-01-04,b-mining-quarrying,1903.1584729891042
13-01-04,k-financial-insurance,22351.129498420985
13-02-08,n-admin-support-services,32234.1161002258
13-02-08,o-public-admin,6738.770407985557
13-02-08,p-education,36402.17057387592
13-02-08,g-motor-trades-wholesale-retail,64023.5461896889
13-02-08,r-arts-entertainment-recreation,16573.74791640977
13-02-08,s-other-services,17109.316937673135
13-02-08,m-professional-scientific-technical,46767.70631013399
13-02-08,q-human-health,71152.99513474703
13-02-08,l-real-estate,4137.27340753109
13-02-08,d-electricity-gas-etc,2833.9111852593223
13-02-08,j-information-comms,30302.787946202392
13-02-08,k-financial-insurance,29149.560048778563
13-02-08,c-manufacturing,41699.92906913446
13-02-08,e-water-sewerage-waste-etc,1116.4552637849954
13-02-08,b-mining-quarrying,2228.2384064147914
13-02-08,h-transport-storage,18997.81645602341
13-02-08,f-construction,8312.745847939676
13-02-08,i-accomodation-food-services,44001.41830086684
13-03-08,n-admin-support-services,29933.047667995146
13-03-08,g-motor-trades-wholesale-retail,78016.9352779318
13-03-08,s-other-services,11210.857411887917
13-03-08,r-arts-entertainment-recreation,18325.161354906522
13-03-08,q-human-health,66612.8164607788
13-03-08,p-education,35848.85760971171
13-03-08,o-public-admin,6436.667830215185
13-03-08,m-professional-scientific-technical,39781.28892193917
13-03-08,l-real-estate,9677.30102170989
13-03-08,j-information-comms,31574.522552819893
13-03-08,i-accomodation-food-services,46772.62650840683
13-03-08,h-transport-storage,16764.380574398092
13-03-08,f-construction,10891.274778373236
13-03-08,e-water-sewerage-waste-etc,1926.4914109310926
13-03-08,d-electricity-gas-etc,3419.244695964342
13-03-08,c-manufacturing,46793.27325610208
13-03-08,b-mining-quarrying,2850.011020024175
13-03-08,k-financial-insurance,34214.1552773334
13-04-05,m-professional-scientific-technical,46644.67987693171
13-04-05,n-admin-support-services,48581.140988198575
13-04-05,o-public-admin,9507.274344412728
13-04-05,l-real-estate,3960.1062373971668
13-04-05,q-human-health,68172.00945894688
13-04-05,r-arts-entertainment-recreation,12664.317302395524
13-04-05,s-other-services,15166.829427540908
13-04-05,p-education,37115.50117765289
13-04-05,g-motor-trades-wholesale-retail,87261.19473005821
13-04-05,k-financial-insurance,21335.311359011226
13-04-05,i-accomodation-food-services,55841.523763131554
13-04-05,h-transport-storage,17234.57548682053
13-04-05,f-construction,15994.2704234087
13-04-05,e-water-sewerage-waste-etc,1748.6080936013723
13-04-05,d-electricity-gas-etc,2937.5131693981903
13-04-05,c-manufacturing,36212.93499744989
13-04-05,b-mining-quarrying,3140.013953690966
13-04-05,j-information-comms,35185.659007747134
13-05-03,n-admin-support-services,44026.713957369706
13-05-03,o-public-admin,10624.892507300361
13-05-03,p-education,41921.671202730344
13-05-03,g-motor-trades-wholesale-retail,98518.88762758169
13-05-03,r-arts-entertainment-recreation,9170.6311492
13-05-03,s-other-services,18108.162008227515
13-05-03,m-professional-scientific-technical,61007.22896499108
13-05-03,q-human-health,65542.10921186348
13-05-03,l-real-estate,6413.017260760036
13-05-03,k-financial-insurance,28723.83088611931
13-05-03,j-information-comms,28804.67968834067
13-05-03,i-accomodation-food-services,57103.13917460169
13-05-03,h-transport-storage,16767.61220831797
13-05-03,f-construction,11459.325959908063
13-05-03,e-water-sewerage-waste-etc,1078.5235268882034
13-05-03,d-electricity-gas-etc,3182.805585800591
13-05-03,c-manufacturing,47589.22982533565
13-05-03,b-mining-quarrying,2605.648842915776
13-06-07,s-other-services,15489.634865851245
13-06-07,r-arts-entertainment-recreation,12081.809211845772
13-06-07,q-human-health,74541.34694100093
13-06-07,p-education,44329.73178506133
13-06-07,o-public-admin,8112.650211867022
13-06-07,n-admin-support-services,40330.311727159715
13-06-07,m-professional-scientific-technical,58764.20520612038
13-06-07,l-real-estate,8938.75187260837
13-06-07,g-motor-trades-wholesale-retail,87287.3286095195
13-06-07,j-information-comms,31742.372438419086
13-06-07,b-mining-quarrying,2884.2230061616738
13-06-07,c-manufacturing,44610.07112348722
13-06-07,d-electricity-gas-etc,3505.2313647076166
13-06-07,k-financial-insurance,28363.37917414308
13-06-07,f-construction,16493.57399758362
13-06-07,h-transport-storage,17528.364746311705
13-06-07,i-accomodation-food-services,63599.517838732005
13-06-07,e-water-sewerage-waste-etc,2107.9303195563725
13-07-05,m-professional-scientific-technical,57489.00761602624
13-07-05,s-other-services,16607.604926508822
13-07-05,r-arts-entertainment-recreation,12878.565393482017
13-07-05,q-human-health,77908.80588368278
13-07-05,p-education,45295.85243402905
13-07-05,o-public-admin,9654.890390682689
13-07-05,n-admin-support-services,29191.62921676131
13-07-05,l-real-estate,7089.769845425762
13-07-05,g-motor-trades-wholesale-retail,106105.18433329681
13-07-05,j-information-comms,39409.13835291831
13-07-05,b-mining-quarrying,2899.795072897664
13-07-05,c-manufacturing,46423.69533153379
13-07-05,d-electricity-gas-etc,3199.648828049098
13-07-05,k-financial-insurance,29248.333493579892
13-07-05,f-construction,15574.09334721224
13-07-05,h-transport-storage,18329.743983413005
13-07-05,i-accomodation-food-services,58579.22739547015
13-07-05,e-water-sewerage-waste-etc,989.2273108295167
13-08-02,l-real-estate,7627.0380062497525
13-08-02,s-other-services,17726.32881730157
13-08-02,r-arts-entertainment-recreation,10644.497070615798
13-08-02,q-human-health,76834.86167101466
13-08-02,p-education,30568.818830730594
13-08-02,o-public-admin,9383.218098289954
13-08-02,n-admin-support-services,39443.106115546514
13-08-02,m-professional-scientific-technical,34672.47160101898
13-08-02,g-motor-trades-wholesale-retail,85666.2725909214
13-08-02,k-financial-insurance,28672.447121472254
13-08-02,i-accomodation-food-services,49977.389494752126
13-08-02,h-transport-storage,21660.357694730585
13-08-02,f-construction,14548.364569493
13-08-02,e-water-sewerage-waste-etc,925.7348937508386
13-08-02,d-electricity-gas-etc,3561.6933627594663
13-08-02,c-manufacturing,38807.42931919754
13-08-02,b-mining-quarrying,2210.7830732208668
13-08-02,j-information-comms,23865.577370049265
13-09-06,m-professional-scientific-technical,53780.370048039105
13-09-06,g-motor-trades-wholesale-retail,153064.06714539145
13-09-06,s-other-services,11702.086496775139
13-09-06,r-arts-entertainment-recreation,13149.889523853813
13-09-06,q-human-health,86868.20255339633
13-09-06,p-education,40899.95848398848
13-09-06,n-admin-support-services,32125.237038882515
13-09-06,l-real-estate,10265.64560686006
13-09-06,o-public-admin,9311.407212568538
13-09-06,j-information-comms,36409.48347064315
13-09-06,c-manufacturing,31797.441242996945
13-09-06,d-electricity-gas-etc,3820.355875403933
13-09-06,e-water-sewerage-waste-etc,1636.2754804823296
13-09-06,b-mining-quarrying,1902.7865670644644
13-09-06,k-financial-insurance,33350.70680115792
13-09-06,h-transport-storage,21903.26286699261
13-09-06,i-accomodation-food-services,78426.53160868921
13-09-06,f-construction,13029.042539904727
13-10-04,m-professional-scientific-technical,34147.422226486306
13-10-04,g-motor-trades-wholesale-retail,152362.72043453288
13-10-04,s-other-services,8803.39877677504
13-10-04,r-arts-entertainment-recreation,8622.546980178979
13-10-04,q-human-health,80512.80486288213
13-10-04,p-education,39936.496917686476
13-10-04,o-public-admin,8173.063600227809
13-10-04,n-admin-support-services,29473.73699113004
13-10-04,l-real-estate,11419.38709773013
13-10-04,k-financial-insurance,31331.747106901646
13-10-04,j-information-comms,29089.36541369523
13-10-04,i-accomodation-food-services,62834.380060377145
13-10-04,h-transport-storage,35989.807730925204
13-10-04,f-construction,16652.20988141031
13-10-04,e-water-sewerage-waste-etc,2863.6529109144662
13-10-04,d-electricity-gas-etc,3339.211833099586
13-10-04,c-manufacturing,63381.67477796278
13-10-04,b-mining-quarrying,2199.1030001566314
13-11-08,s-other-services,10717.646283632119
13-11-08,r-arts-entertainment-recreation,7374.825500918953
13-11-08,q-human-health,78208.17151146581
13-11-08,p-education,37695.868460475205
13-11-08,o-public-admin,12146.23648435552
13-11-08,n-admin-support-services,35407.53872866601
13-11-08,m-professional-scientific-technical,52830.41784101193
13-11-08,l-real-estate,5817.835067199814
13-11-08,g-motor-trades-wholesale-retail,109263.8771784173
13-11-08,j-information-comms,36243.84676835981
13-11-08,b-mining-quarrying,1935.9848494997525
13-11-08,c-manufacturing,34421.42560844008
13-11-08,d-electricity-gas-etc,4974.097636535566
13-11-08,k-financial-insurance,37201.02073388686
13-11-08,f-construction,16126.886467245029
13-11-08,h-transport-storage,19432.013071872687
13-11-08,i-accomodation-food-services,63644.44874879788
13-11-08,e-water-sewerage-waste-etc,944.752680950816
13-12-06,m-professional-scientific-technical,43527.42729451965
13-12-06,s-other-services,19008.329528098162
13-12-06,r-arts-entertainment-recreation,11034.098659494814
13-12-06,q-human-health,78814.22969646314
13-12-06,p-education,33984.0155179331
13-12-06,o-public-admin,9694.381117597155
13-12-06,n-admin-support-services,42749.30133307022
13-12-06,l-real-estate,9295.502943189653
13-12-06,g-motor-trades-wholesale-retail,113816.83838718255
13-12-06,j-information-comms,26909.190753619703
13-12-06,b-mining-quarrying,1756.0037823409416
13-12-06,c-manufacturing,26710.077620425865
13-12-06,d-electricity-gas-etc,4235.402400012607
13-12-06,k-financial-insurance,34150.481839745524
13-12-06,f-construction,18201.474825551148
13-12-06,h-transport-storage,17171.43776011787
13-12-06,i-accomodation-food-services,55282.998344470994
13-12-06,e-water-sewerage-waste-etc,1755.436875147127
14-01-03,k-financial-insurance,24929.97105556579
14-01-03,r-arts-entertainment-recreation,8247.00242708699
14-01-03,q-human-health,79185.36038427538
14-01-03,p-education,42180.998394786606
14-01-03,o-public-admin,8661.220307547948
14-01-03,n-admin-support-services,40141.259898934484
14-01-03,m-professional-scientific-technical,38558.552769211514
14-01-03,l-real-estate,7310.930047577749
14-01-03,s-other-services,9316.74394538555
14-01-03,j-information-comms,24391.357939506815
14-01-03,h-transport-storage,18550.415537739853
14-01-03,g-motor-trades-wholesale-retail,111405.71630621297
14-01-03,f-construction,13444.832618471331
14-01-03,e-water-sewerage-waste-etc,942.1389665551641
14-01-03,d-electricity-gas-etc,5253.90523156824
14-01-03,c-manufacturing,39762.15804080592
14-01-03,b-mining-quarrying,2186.665234547055
14-01-03,i-accomodation-food-services,51519.13395435743
14-02-07,m-professional-scientific-technical,47336.06363432651
14-02-07,n-admin-support-services,34799.52999431257
14-02-07,o-public-admin,9479.850911045187
14-02-07,s-other-services,14142.89890944821
14-02-07,q-human-health,89951.94038851216
14-02-07,r-arts-entertainment-recreation,18065.223844588985
14-02-07,l-real-estate,11513.026472131547
14-02-07,p-education,48100.119020072416
14-02-07,k-financial-insurance,39046.885469815505
14-02-07,j-information-comms,29000.276908705364
14-02-07,i-accomodation-food-services,60589.77116248417
14-02-07,h-transport-storage,15383.296488974684
14-02-07,g-motor-trades-wholesale-retail,74784.10112190951
14-02-07,f-construction,19842.92182733334
14-02-07,e-water-sewerage-waste-etc,1011.5955585935117
14-02-07,d-electricity-gas-etc,4813.993281579156
14-02-07,c-manufacturing,27964.85414964569
14-02-07,b-mining-quarrying,1851.3919896001069
14-03-07,m-professional-scientific-technical,52982.80279623326
14-03-07,n-admin-support-services,55831.633955092155
14-03-07,o-public-admin,9973.163339101306
14-03-07,s-other-services,16360.48907540667
14-03-07,q-human-health,93465.5296612984
14-03-07,r-arts-entertainment-recreation,17185.491291411498
14-03-07,l-real-estate,6963.607368247598
14-03-07,p-education,53887.29892329183
14-03-07,k-financial-insurance,44470.8996733533
14-03-07,j-information-comms,27856.857239164758
14-03-07,i-accomodation-food-services,60762.38343850703
14-03-07,h-transport-storage,24722.396608846328
14-03-07,g-motor-trades-wholesale-retail,109149.04086215033
14-03-07,f-construction,25576.33651184426
14-03-07,e-water-sewerage-waste-etc,3323.5588945272516
14-03-07,d-electricity-gas-etc,5231.182767090748
14-03-07,c-manufacturing,37350.096468257514
14-03-07,b-mining-quarrying,1728.7495676351307
14-04-04,r-arts-entertainment-recreation,14083.375005231803
14-04-04,q-human-health,91568.00385412909
14-04-04,p-education,58015.646263390394
14-04-04,o-public-admin,10964.80602141006
14-04-04,n-admin-support-services,47563.114686773035
14-04-04,m-professional-scientific-technical,47176.130788185845
14-04-04,l-real-estate,11212.499379092733
14-04-04,k-financial-insurance,41190.63181246328
14-04-04,s-other-services,13219.214517845838
14-04-04,i-accomodation-food-services,80604.97905813262
14-04-04,b-mining-quarrying,2166.2704797738356
14-04-04,c-manufacturing,32392.51144388151
14-04-04,d-electricity-gas-etc,5411.412420274157
14-04-04,j-information-comms,41256.30870332163
14-04-04,f-construction,20332.974845486053
14-04-04,g-motor-trades-wholesale-retail,103222.75935166556
14-04-04,h-transport-storage,21174.686892139845
14-04-04,e-water-sewerage-waste-etc,1263.0400179932421
14-05-02,l-real-estate,14386.784128625986
14-05-02,r-arts-entertainment-recreation,15504.387759861951
14-05-02,q-human-health,82974.47249815424
14-05-02,p-education,46360.10175773446
14-05-02,o-public-admin,10685.110101833654
14-05-02,n-admin-support-services,54753.903105076446
14-05-02,m-professional-scientific-technical,58427.00610340692
14-05-02,k-financial-insurance,37985.22490696127
14-05-02,s-other-services,21019.18454521259
14-05-02,i-accomodation-food-services,69264.77384115475
14-05-02,b-mining-quarrying,2314.592635058303
14-05-02,c-manufacturing,32795.971878429955
14-05-02,d-electricity-gas-etc,5041.682498257445
14-05-02,j-information-comms,22127.76917473033
14-05-02,f-construction,15694.72492520256
14-05-02,g-motor-trades-wholesale-retail,112283.11064978455
14-05-02,h-transport-storage,20569.74510360075
14-05-02,e-water-sewerage-waste-etc,1347.928396746571
14-06-06,k-financial-insurance,37675.090010188
14-06-06,r-arts-entertainment-recreation,14499.525387729396
14-06-06,q-human-health,103344.8074980766
14-06-06,p-education,52484.3740554259
14-06-06,o-public-admin,7819.018559408049
14-06-06,n-admin-support-services,58629.254955958335
14-06-06,m-professional-scientific-technical,52103.1712620212
14-06-06,l-real-estate,9783.167506141954
14-06-06,s-other-services,23309.771922650823
14-06-06,j-information-comms,40373.84343478538
14-06-06,h-transport-storage,17444.755838609286
14-06-06,g-motor-trades-wholesale-retail,132667.12844089896
14-06-06,f-construction,22509.031688428724
14-06-06,e-water-sewerage-waste-etc,1667.1935735453953
14-06-06,d-electricity-gas-etc,5438.205460332294
14-06-06,c-manufacturing,54928.09017276593
14-06-06,b-mining-quarrying,1884.7872120322168
14-06-06,i-accomodation-food-services,85413.17204294086
14-07-04,l-real-estate,9105.975505680188
14-07-04,r-arts-entertainment-recreation,19290.780520389206
14-07-04,q-human-health,95445.8026327231
14-07-04,p-education,51668.149856830896
14-07-04,o-public-admin,9077.221732780916
14-07-04,n-admin-support-services,45783.7319799385
14-07-04,m-professional-scientific-technical,66757.35444101147
14-07-04,k-financial-insurance,34533.97501466201
14-07-04,s-other-services,19991.316998804705
14-07-04,i-accomodation-food-services,64826.194321125615
14-07-04,b-mining-quarrying,1818.0235528432197
14-07-04,c-manufacturing,57005.300203749095
14-07-04,d-electricity-gas-etc,6041.727282272384
14-07-04,j-information-comms,31323.316263719695
14-07-04,f-construction,17491.350807293908
14-07-04,g-motor-trades-wholesale-retail,141873.49731898637
14-07-04,h-transport-storage,20598.14527474932
14-07-04,e-water-sewerage-waste-etc,1754.7329378152774
14-08-08,l-real-estate,11573.311422284596
14-08-08,s-other-services,12038.949238787136
14-08-08,r-arts-entertainment-recreation,16755.89012397956
14-08-08,q-human-health,95890.93293836285
14-08-08,p-education,51578.6573198225
14-08-08,o-public-admin,9409.182778767725
14-08-08,n-admin-support-services,57034.070182886244
14-08-08,m-professional-scientific-technical,51147.0484835181
14-08-08,k-financial-insurance,35814.18119117951
14-08-08,j-information-comms,33754.905186236676
14-08-08,i-accomodation-food-services,87366.74639704256
14-08-08,h-transport-storage,27887.17732351401
14-08-08,g-motor-trades-wholesale-retail,149781.13111920631
14-08-08,f-construction,22004.818886849604
14-08-08,e-water-sewerage-waste-etc,1866.9815800110575
14-08-08,d-electricity-gas-etc,4891.109593338131
14-08-08,c-manufacturing,35303.539420697205
14-08-08,b-mining-quarrying,2264.7135837096953
14-09-05,r-arts-entertainment-recreation,8167.690946144459
14-09-05,q-human-health,106700.52715233536
14-09-05,p-education,41426.90354550464
14-09-05,o-public-admin,12292.363872000438
14-09-05,n-admin-support-services,37048.32409768854
14-09-05,m-professional-scientific-technical,54475.042469912936
14-09-05,l-real-estate,5943.405054921958
14-09-05,k-financial-insurance,35093.623397454976
14-09-05,s-other-services,13526.875925319768
14-09-05,i-accomodation-food-services,89469.60792877976
14-09-05,b-mining-quarrying,1539.5392322361977
14-09-05,c-manufacturing,41911.553941549246
14-09-05,d-electricity-gas-etc,6448.051981290171
14-09-05,j-information-comms,40357.53901900964
14-09-05,f-construction,26755.461162409374
14-09-05,g-motor-trades-wholesale-retail,160159.918415234
14-09-05,h-transport-storage,26214.274905570644
14-09-05,e-water-sewerage-waste-etc,2323.930695881524
14-10-03,l-real-estate,15245.233706892508
14-10-03,r-arts-entertainment-recreation,15361.85546583367
14-10-03,q-human-health,106358.4606225271
14-10-03,p-education,43658.21722437266
14-10-03,o-public-admin,14174.470597433768
14-10-03,n-admin-support-services,46185.06035569434
